country,code,year,new_cases,new_deaths,new_tests,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations
Afghanistan,AFG,2020,52330,2189,0,0,0,0,0,0
Afghanistan,AFG,2021,105729,5167,0,4674518,4142857,3753224,0,871193
Afghanistan,AFG,2022,49495,493,0,12449870,11459692,10754839,0,2450179
Afghanistan,AFG,2023,22821,124,0,22964750,19151368,18370386,2729940,2519516
Afghanistan,AFG,2024,4839,25,0,22964750,19151368,18370386,2729940,1090964
Albania,ALB,2020,57146,1170,247526,22964750,19151368,18370386,2729940,1213656
Albania,ALB,2021,151753,2042,1175840,22964750,19151368,18370386,2729940,2596053
Albania,ALB,2022,123869,384,190504,3025728,1342243,1270016,377057,1230353
Albania,ALB,2023,1828,8,0,3088966,1349255,1279333,402371,927465
Albania,ALB,2024,2600,4,0,3088966,1349255,1279333,402371,841071
Algeria,DZA,2020,99311,2751,0,3088966,1349255,1279333,402371,930006
Algeria,DZA,2021,118726,3520,0,12545356,7060737,5609040,402371,4982137
Algeria,DZA,2022,53180,610,0,15267442,7840131,6481186,575651,53738950
Algeria,DZA,2023,793,0,0,15267442,7840131,6481186,575651,53738950
Algeria,DZA,2024,165,0,0,15267442,7840131,6481186,575651,48733130
American Samoa,ASM,2020,0,0,0,15267442,7840131,6481186,575651,53444490
American Samoa,ASM,2021,11,0,0,15267442,7840131,6481186,575651,53738950
American Samoa,ASM,2022,8274,34,0,15267442,7840131,6481186,575651,53738950
American Samoa,ASM,2023,74,0,0,15267442,7840131,6481186,575651,53738950
American Samoa,ASM,2024,0,0,0,15267442,7840131,6481186,575651,48438670
Andorra,AND,2020,7983,84,0,15267442,7840131,6481186,575651,53886180
Andorra,AND,2021,15139,56,0,15267442,7840131,6481186,575651,14380295
Andorra,AND,2022,24629,18,0,156242,57901,53489,43020,720145
Andorra,AND,2023,264,1,0,157072,57913,53501,43071,720145
Andorra,AND,2024,0,0,0,157072,57913,53501,43071,653063
Angola,AGO,2020,17433,405,0,157072,57913,53501,43071,722118
Angola,AGO,2021,59354,1352,0,11615144,7685417,3929727,43071,720145
Angola,AGO,2022,28308,173,28136,23701048,14990131,8253873,1457126,720145
Angola,AGO,2023,1833,7,0,27819132,16550642,9609080,3067091,720145
Angola,AGO,2024,559,0,0,27819132,16550642,9609080,3067091,649117
Anguilla,AIA,2020,13,0,0,27819132,16550642,9609080,3067091,716199
Anguilla,AIA,2021,1661,5,0,27819132,16550642,9609080,3067091,542953
Anguilla,AIA,2022,2230,7,0,24441,10852,10373,2998,518665
Anguilla,AIA,2023,0,0,0,24864,10858,10382,3309,518665
Anguilla,AIA,2024,0,0,0,24864,10858,10382,3309,467509
Antigua and Barbuda,ATG,2020,158,5,0,24864,10858,10382,3309,515823
Antigua and Barbuda,ATG,2021,4145,114,0,121146,62283,58863,3309,304473
Antigua and Barbuda,ATG,2022,4811,27,0,136512,64290,62384,9838,118818
Antigua and Barbuda,ATG,2023,0,0,0,136512,64290,62384,9838,111325
Antigua and Barbuda,ATG,2024,0,0,0,136512,64290,62384,9838,100955
Argentina,ARG,2020,1674319,48271,5126379,136512,64290,62384,9838,133928
Argentina,ARG,2021,4106203,69905,23507816,78305680,38825076,30780136,6183044,78262274
Argentina,ARG,2022,4110617,11948,8029795,112937080,41429680,34804668,33885003,34631401
Argentina,ARG,2023,153818,348,0,116717860,41523450,34900612,37459362,3780775
Argentina,ARG,2024,64524,239,0,116978520,41529056,34900612,37713094,735516
Armenia,ARM,2020,159409,2823,595876,116978520,41529056,34900612,37713094,567006
Armenia,ARM,2021,185521,5149,1978061,116978520,41529056,34900612,37713094,570130
Armenia,ARM,2022,100690,738,528330,2150112,1118674,985807,40725,570130
Armenia,ARM,2023,5806,65,0,2256919,1150915,1030758,81354,570130
Armenia,ARM,2024,1614,4,0,2256919,1150915,1030758,81354,517022
Aruba,ABW,2020,5373,49,0,2256919,1150915,1030758,81354,571692
Aruba,ABW,2021,13701,132,793,2256919,1150915,1030758,81354,294594
Aruba,ABW,2022,24839,99,0,174138,90149,83989,81354,16251
Aruba,ABW,2023,364,12,0,174898,90535,84363,81354,1544
Aruba,ABW,2024,0,0,0,174914,90546,84368,81354,356
Asia excl. China,nan,2020,20405750,331167,0,174914,90546,84368,81354,363
Asia excl. China,nan,2021,64109416,919824,0,174914,90546,84368,81354,365
Asia excl. China,nan,2022,105127804,231295,0,174914,90546,84368,81354,365
Asia excl. China,nan,2023,12262180,31850,0,174914,90546,84368,81354,365
Asia excl. China,nan,2024,314923,971,0,174914,90546,84368,81354,329
Australia,AUS,2020,28381,920,11253840,174914,90546,84368,81354,366
Australia,AUS,2021,338226,1523,43698328,42580540,20444346,19755836,2380356,43173647
Australia,AUS,2022,10418952,16467,18411331,63583560,22231734,21647524,19691609,23555086
Australia,AUS,2023,935976,5510,0,69686750,22231734,21647524,19790466,7711355
Australia,AUS,2024,139626,892,0,69686750,22231734,21647524,19790466,7056418
Austria,AUT,2020,352657,7379,3761649,69686750,22231734,21647524,19790466,7732482
Austria,AUT,2021,911872,9318,119798720,69686750,22231734,21647524,19790466,7711355
Austria,AUT,2022,4436317,4937,65208090,20351828,6897765,6680653,5398800,7711355
Austria,AUT,2023,381324,900,0,20468732,6899873,6683263,5405966,7711355
Austria,AUT,2024,778,0,0,20468732,6899873,6683263,5405966,7056418
Azerbaijan,AZE,2020,216584,2575,0,20468732,6899873,6683263,5405966,7732482
Azerbaijan,AZE,2021,399768,5771,1510783,20468732,6899873,6683263,5405966,11927764
Azerbaijan,AZE,2022,209959,1662,205652,13857111,5373253,4862494,3362453,3934147
Azerbaijan,AZE,2023,7943,345,0,13857111,5373253,4862494,3362453,602615
Azerbaijan,AZE,2024,2238,0,0,13857111,5373253,4862494,3362453,546481
Bahamas,BHS,2020,7857,180,0,13857111,5373253,4862494,3362453,604266
Bahamas,BHS,2021,16619,547,22125,13857111,5373253,4862494,3362453,539766
Bahamas,BHS,2022,13015,116,21611,364701,174147,165633,36670,2471415
Bahamas,BHS,2023,656,13,0,366359,174810,166972,36965,2471415
Bahamas,BHS,2024,980,3,0,366359,174810,166972,36965,2241201
Bahrain,BHR,2020,92425,352,1984360,366359,174810,166972,36965,2443696
Bahrain,BHR,2021,188981,1042,3724818,3226201,1203146,1177993,845062,3033249
Bahrain,BHR,2022,415208,142,226347,3476633,1241174,1226796,1008663,329212
Bahrain,BHR,2023,0,0,0,3476633,1241174,1226796,1008663,24820
Bahrain,BHR,2024,0,0,0,3476633,1241174,1226796,1008663,22372
Bangladesh,BGD,2020,513510,7559,3228434,3476633,1241174,1226796,1008663,24888
Bangladesh,BGD,2021,1072029,20519,8264409,106575144,65835396,40739750,1008663,173766104
Bangladesh,BGD,2022,451586,1368,2328061,334842980,149140660,125670620,60611619,313917839
Bangladesh,BGD,2023,9167,37,0,361674660,151504400,142193280,68558519,117102034
Bangladesh,BGD,2024,5214,22,0,361742560,151507170,142201680,68615250,143924
Barbados,BRB,2020,372,7,0,361742560,151507170,142201680,68615250,6588
Barbados,BRB,2021,27938,253,0,361742560,151507170,142201680,68615250,300690
Barbados,BRB,2022,77205,308,6351,380980,163820,154990,68615250,20667
Barbados,BRB,2023,2279,25,0,384049,163853,155047,62848,1460
Barbados,BRB,2024,1042,0,0,384049,163853,155047,62848,1324
Belarus,BLR,2020,192361,1414,474181,384049,163853,155047,62848,1464
Belarus,BLR,2021,505239,4147,542166,7708200,4356041,3228165,114146,1460
Belarus,BLR,2022,296437,1557,432120,17358736,6437839,6332753,4612801,1460
Belarus,BLR,2023,0,0,0,22765402,6536392,6414996,5724423,1460
Belarus,BLR,2024,8,0,0,22765402,6536392,6414996,5724423,1324
Belgium,BEL,2020,645277,19638,6966831,22765402,6536392,6414996,5724423,2043
Belgium,BEL,2021,1451435,8679,20394518,21730352,8939770,8828993,4388262,21729425
Belgium,BEL,2022,2588192,5002,6954256,29498086,9259554,9162420,11602245,7761909
Belgium,BEL,2023,163841,1020,0,31461344,9261641,9170819,13548731,1962889
Belgium,BEL,2024,42725,0,0,31469388,9261641,9170945,13556521,9794
Belize,BLZ,2020,10668,241,0,31469388,9261641,9170945,13556521,2196
Belize,BLZ,2021,21399,357,2924,31469388,9261641,9170945,13556521,951127
Belize,BLZ,2022,37927,91,0,501831,251813,221248,13556521,1996550
Belize,BLZ,2023,1437,0,0,511106,258473,221478,53198,1996550
Belize,BLZ,2024,47,0,0,511106,258473,221478,53198,1810570
Benin,BEN,2020,3251,44,0,511106,258473,221478,53198,2002020
Benin,BEN,2021,21793,117,0,1773592,1699784,1319264,53198,1996550
Benin,BEN,2022,2942,2,0,4232541,3697190,2742837,53198,1996550
Benin,BEN,2023,50,0,0,4232541,3697190,2742837,0,1996550
Benin,BEN,2024,0,0,0,4232541,3697190,2742837,0,1799630
Bermuda,BMU,2020,595,10,0,4232541,3697190,2742837,0,2002020
Bermuda,BMU,2021,5736,96,0,4232541,3697190,2742837,20267,1996550
Bermuda,BMU,2022,12291,47,41927,132042,48554,47657,35831,1996550
Bermuda,BMU,2023,238,12,0,136759,48554,47657,35831,1996550
Bermuda,BMU,2024,0,0,0,136759,48554,47657,35831,1810570
Bhutan,BTN,2020,671,0,281699,136759,48554,47657,35831,2002020
Bhutan,BTN,2021,1990,3,1007177,1154843,589762,565081,35831,1392783
Bhutan,BTN,2022,59871,18,422793,2011426,699116,677669,634641,151110
Bhutan,BTN,2023,166,0,0,2011426,699116,677669,634641,151110
Bhutan,BTN,2024,0,0,0,2011426,699116,677669,634641,137034
Bolivia,BOL,2020,156887,9135,411823,2011426,699116,677669,634641,151524
Bolivia,BOL,2021,434886,10515,2662180,9792844,5635100,4593214,634641,9895990
Bolivia,BOL,2022,564384,2641,1364267,14690530,7361008,6160585,2167589,5233691
Bolivia,BOL,2023,55939,94,0,14690530,7361008,6160585,2167589,1442845
Bolivia,BOL,2024,60,2,0,14690530,7361008,6160585,2167589,1308443
Bonaire Sint Eustatius and Saba,BES,2020,186,3,0,14690530,7361008,6160585,2167589,1434939
Bonaire Sint Eustatius and Saba,BES,2021,3053,20,0,14690530,7361008,6160585,2167589,1442845
Bonaire Sint Eustatius and Saba,BES,2022,8477,17,0,35845,19109,16736,2167589,1442845
Bonaire Sint Eustatius and Saba,BES,2023,206,2,0,35845,19109,16736,2167589,1442845
Bonaire Sint Eustatius and Saba,BES,2024,0,0,0,35845,19109,16736,2167589,1300537
Bosnia and Herzegovina,BIH,2020,110985,4050,419938,35845,19109,16736,2167589,1446798
Bosnia and Herzegovina,BIH,2021,179486,9378,623580,1553874,882641,720631,2167589,11524153
Bosnia and Herzegovina,BIH,2022,110622,2806,0,1924950,943394,846080,120530,24412660
Bosnia and Herzegovina,BIH,2023,2415,146,0,1924950,943394,846080,120530,24412660
Bosnia and Herzegovina,BIH,2024,489,23,0,1924950,943394,846080,120530,22138604
Botswana,BWA,2020,14637,43,19426,1924950,943394,846080,120530,24479544
Botswana,BWA,2021,207416,2409,0,1924950,1169197,1033971,120530,14534085
Botswana,BWA,2022,105978,334,0,3121142,1687070,1426050,499421,3808775
Botswana,BWA,2023,2386,14,0,3171667,1951054,1663490,510809,3808775
Botswana,BWA,2024,279,1,0,3171667,1951054,1663490,510809,3433115
Brazil,BRA,2020,7563551,192681,11455136,3171667,1951054,1663490,510809,3819210
Brazil,BRA,2021,14700856,426136,25550355,331273920,166195500,143436020,26571077,334558194
Brazil,BRA,2022,14038581,74917,0,480333920,188553940,174887920,122629436,159845100
Brazil,BRA,2023,1209506,8382,0,516237120,189643420,176164200,126388587,16401918
Brazil,BRA,2024,0,0,0,516237120,189643420,176164200,126388587,8009207
British Virgin Islands,VGB,2020,93,1,0,516237120,189643420,176164200,126388587,8783511
British Virgin Islands,VGB,2021,3163,38,0,516237120,189643420,176164200,126388587,8831905
British Virgin Islands,VGB,2022,4049,25,0,41453,19466,18261,126388587,8831905
British Virgin Islands,VGB,2023,115,0,0,41453,19466,18261,3726,8831905
British Virgin Islands,VGB,2024,208,0,0,41453,19466,18261,3726,7960813
Brunei,BRN,2020,157,3,0,41453,19466,18261,3726,8856102
Brunei,BRN,2021,15317,58,581,898401,405888,400691,3726,3077564
Brunei,BRN,2022,254725,87,0,1283392,450404,445929,338987,1396855
Brunei,BRN,2023,60577,23,0,1293100,451149,446714,340466,1396855
Brunei,BRN,2024,18834,10,0,1293100,451149,446714,340466,1266737
Bulgaria,BGR,2020,197384,7123,1004741,1293100,451149,446714,340466,1398806
Bulgaria,BGR,2021,536498,23405,1968108,3700660,1904143,1914910,340466,3740194
Bulgaria,BGR,2022,546735,7508,457406,4603029,2104752,2074810,768430,900951
Bulgaria,BGR,2023,42961,594,0,4724199,2155863,2077996,768430,123574
Bulgaria,BGR,2024,15093,134,0,4726614,2155863,2078006,768430,3095
Burkina Faso,BFA,2020,6707,85,0,4726614,2155863,2078006,768430,1098
Burkina Faso,BFA,2021,10925,233,0,4726614,2155863,2078006,768430,1095
Burkina Faso,BFA,2022,4391,77,547,5117982,4366726,3335753,768430,1095
Burkina Faso,BFA,2023,86,5,0,7893609,6089089,5232347,4056,1095
Burkina Faso,BFA,2024,51,0,0,7893609,6089089,5232347,4056,987
Burundi,BDI,2020,818,2,0,7893609,6089089,5232347,4056,1098
Burundi,BDI,2021,29732,12,0,7893609,6089089,5232347,4056,6676
Burundi,BDI,2022,21612,1,18945,30480,28541,27957,4056,33945
Burundi,BDI,2023,2404,0,0,42252,36909,36321,314,33945
Burundi,BDI,2024,108,0,0,42252,36909,36321,314,30597
Cambodia,KHM,2020,366,0,0,42252,36909,36321,314,34038
Cambodia,KHM,2021,120127,3012,294099,30456720,14262170,13659518,3588183,30485798
Cambodia,KHM,2022,18085,44,26375,45217130,15241969,14607080,10424952,23206783
Cambodia,KHM,2023,436,0,0,47826644,15316670,14693274,10782710,22402240
Cambodia,KHM,2024,311,0,0,47826644,15316670,14693274,10782710,20192704
Cameroon,CMR,2020,26848,448,0,47826644,15316670,14693274,10782710,22463616
Cameroon,CMR,2021,82818,1405,0,47826644,15316670,14693274,10782710,6779076
Cameroon,CMR,2022,14327,112,0,4003595,3232494,2729600,10782710,3609850
Cameroon,CMR,2023,1144,9,0,4880572,3753733,3197286,803560,3609850
Cameroon,CMR,2024,142,0,0,4880572,3753733,3197286,803560,3253810
Canada,CAN,2020,565508,15274,17962963,4880572,3753733,3197286,803560,3547775
Canada,CAN,2021,1536966,14684,34697134,68836540,31746146,29437316,7653083,68740376
Canada,CAN,2022,2390310,19144,9515401,96303710,34618256,31731096,29954363,27700096
Canada,CAN,2023,281456,5670,0,102123710,34742936,31758252,34282144,6525393
Canada,CAN,2024,44819,841,0,102877160,34742936,31758252,34890285,1016688
Cape Verde,CPV,2020,11793,112,75854,102877160,34742936,31758252,34890285,542046
Cape Verde,CPV,2021,28945,240,171988,102877160,34742936,31758252,34890285,1095685
Cape Verde,CPV,2022,22462,60,37075,859940,356734,308720,34890285,1628265
Cape Verde,CPV,2023,1274,5,0,859940,356734,308720,749,1628265
Cape Verde,CPV,2024,0,0,0,859940,356734,308720,749,1476591
Cayman Islands,CYM,2020,326,2,0,859940,356734,308720,749,1619343
Cayman Islands,CYM,2021,8492,9,0,130608,58591,56891,749,315257
Cayman Islands,CYM,2022,22654,26,9358,150126,61826,60539,24064,82490
Cayman Islands,CYM,2023,0,0,0,152148,62113,60696,24064,82490
Cayman Islands,CYM,2024,0,0,0,152148,62113,60696,24064,74354
Central African Republic,CAF,2020,5818,63,0,152148,62113,60696,24064,82716
Central African Republic,CAF,2021,6636,38,0,436772,375096,334906,24064,2614690
Central African Republic,CAF,2022,2906,12,0,2354281,1984791,1934575,214090,4703755
Central African Republic,CAF,2023,80,0,0,3342248,2600389,2484985,366221,4703755
Central African Republic,CAF,2024,3,0,0,3342248,2600389,2484985,366221,4239823
Chad,TCD,2020,2077,105,0,3342248,2600389,2484985,366221,4716642
Chad,TCD,2021,3624,76,0,3342248,2600389,2484985,366221,4703755
Chad,TCD,2022,1949,13,0,3891785,3750058,3625087,366221,4703755
Chad,TCD,2023,48,0,0,9151765,5147667,5020360,4042573,4703755
Chad,TCD,2024,4,0,0,9151765,5147667,5020360,4042573,4239823
Chile,CHL,2020,605950,16499,6443459,9151765,5147667,5020360,4042573,4635897
Chile,CHL,2021,1198732,22597,20677748,44314172,17307888,16547811,11032389,44295166
Chile,CHL,2022,3227670,24053,12652006,62623840,18082952,17695792,27419809,18308205
Chile,CHL,2023,300625,2598,0,66864900,18088516,17700116,27474929,501550
Chile,CHL,2024,73360,576,0,66864900,18088516,17700116,27474929,448228
China,CHN,2020,96673,4788,0,66864900,18088516,17700116,27474929,491172
China,CHN,2021,35398,911,0,2835332000,1259967000,1207413000,120580000,2754977702
China,CHN,2022,84792971,46845,0,3478094000,1307222000,1274018000,815718000,642762000
China,CHN,2023,14342414,25364,0,3516880600,1318026800,1284479600,834060133,157384000
China,CHN,2024,58528,514,0,3516880600,1318026800,1284479600,834060133,138180000
Colombia,COL,2020,1614912,42620,7737231,3516880600,1318026800,1284479600,834060133,153720000
Colombia,COL,2021,3523781,87246,21459536,3516880600,1318026800,1284479600,834060133,85195963
Colombia,COL,2022,1206512,12313,4847559,89787650,42909220,36879308,14521436,25441378
Colombia,COL,2023,20879,548,0,90931190,43012176,37204130,14944212,6910545
Colombia,COL,2024,28554,0,0,90931190,43012176,37204130,14944212,6323622
Comoros,COM,2020,695,9,0,90931190,43012176,37204130,14944212,6872679
Comoros,COM,2021,5820,148,0,90931190,43012176,37204130,14944212,6910545
Comoros,COM,2022,2470,4,0,835021,438825,397080,14944212,6910545
Comoros,COM,2023,124,0,0,835021,438825,397080,0,6910545
Comoros,COM,2024,0,0,0,835021,438825,397080,0,6228957
Congo,COG,2020,6431,100,0,835021,438825,397080,0,6929478
Congo,COG,2021,14846,269,0,835021,622886,397080,0,3421145
Congo,COG,2022,3848,17,0,833210,695760,654119,0,542390
Congo,COG,2023,150,3,0,833210,695760,654119,0,542390
Congo,COG,2024,21,0,0,833210,695760,654119,0,488894
Cook Islands,COK,2020,0,0,0,833210,695760,654119,0,539418
Cook Islands,COK,2021,0,0,0,833210,695760,654119,0,542390
Cook Islands,COK,2022,6710,1,0,40781,15084,14715,10209,542390
Cook Islands,COK,2023,584,1,0,40854,15112,14728,10240,542390
Cook Islands,COK,2024,173,0,0,40854,15112,14728,10240,488894
Costa Rica,CRI,2020,166799,2156,427761,40854,15112,14728,10240,543876
Costa Rica,CRI,2021,404161,5198,1838501,7756348,3944932,3505176,306240,542390
Costa Rica,CRI,2022,595882,1731,1411263,12606343,4587029,4290783,2774381,542390
Costa Rica,CRI,2023,63710,281,0,13576935,4650636,4369784,2986527,542390
Costa Rica,CRI,2024,5229,8,0,13576935,4650636,4369784,2986527,491866
Cote d'Ivoire,CIV,2020,22250,138,246963,13576935,4650636,4369784,2986527,543876
Cote d'Ivoire,CIV,2021,45896,574,860513,13576935,4950775,4369784,2986527,15983101
Cote d'Ivoire,CIV,2022,19795,119,102919,23755644,13148381,11660147,2986527,7719226
Cote d'Ivoire,CIV,2023,443,4,0,25263932,13568372,12164304,3138712,7444540
Cote d'Ivoire,CIV,2024,71,0,0,25263932,13568372,12164304,3138712,6710284
Croatia,HRV,2020,208446,3860,977521,25263932,13568372,12164304,3138712,7464936
Croatia,HRV,2021,501232,8633,1441352,4729751,2259393,12164304,3138712,5073945
Croatia,HRV,2022,553839,5090,307282,5354058,2320672,2250557,3138712,620744
Croatia,HRV,2023,46211,1104,0,5435966,2323025,2251809,996098,19522
Croatia,HRV,2024,41549,92,0,5435966,2323025,2251809,996098,13026
Cuba,CUB,2020,11687,145,1490249,5435966,2323025,2251809,996098,14274
Cuba,CUB,2021,953884,8177,3805995,30874044,10448955,9672464,2174094,28063629
Cuba,CUB,2022,146401,208,0,42712336,10719312,10003939,8675091,11971259
Cuba,CUB,2023,1622,0,0,45622024,10768788,10031911,8772388,3306489
Cuba,CUB,2024,68,0,0,45995748,10805570,10053658,8792717,474985
Curacao,CUW,2020,4180,14,0,45995748,10805570,10053658,8792717,520905
Curacao,CUW,2021,16020,173,1342,45995748,10805570,10053658,8792717,359226
Curacao,CUW,2022,25521,112,20758,256029,108601,99955,47473,42562
Curacao,CUW,2023,163,6,0,260324,108601,100885,49213,365
Curacao,CUW,2024,0,0,0,260324,108601,100885,49213,329
Cyprus,CYP,2020,22347,122,1031713,260324,108601,100885,49213,366
Cyprus,CYP,2021,139432,524,18364542,1541159,640890,607884,268304,1428716
Cyprus,CYP,2022,469332,612,10099599,1797542,670969,646021,480552,716390
Cyprus,CYP,2023,44364,136,0,1891597,671193,656138,520026,524505
Cyprus,CYP,2024,33676,103,0,1891597,671193,656138,520026,479958
Czechia,CZE,2020,723577,11888,4224539,1891597,671193,656138,520026,530784
Czechia,CZE,2021,1793803,24444,42936822,15499506,6830499,6661480,2412094,15487627
Czechia,CZE,2022,2062755,5820,7426097,18601404,6977655,6893506,5141790,3102336
Czechia,CZE,2023,166488,1202,0,19025550,6981689,6895727,5560181,426636
Czechia,CZE,2024,73120,379,0,19047108,6982006,6895763,5581388,24916
Democratic Republic of Congo,COD,2020,17657,591,0,19047108,6982006,6895763,5581388,1464
Democratic Republic of Congo,COD,2021,61616,634,0,19047108,6982006,6895763,5581388,128357
Democratic Republic of Congo,COD,2022,15899,237,0,9988117,9145982,6848697,5581388,15440595
Democratic Republic of Congo,COD,2023,4166,6,0,18808672,17045720,14399520,0,15440595
Democratic Republic of Congo,COD,2024,1646,6,0,18808672,17045720,14399520,0,13917687
Denmark,DNK,2020,161230,1256,10540209,18808672,17045720,14399520,0,15482898
Denmark,DNK,2021,622472,2000,43029591,11882638,4693570,4507799,2725924,15440595
Denmark,DNK,2022,2604737,4526,11080113,14929608,4745659,4710877,3613830,15440595
Denmark,DNK,2023,43907,1711,0,14961517,4746522,4712002,3617006,15440595
Denmark,DNK,2024,11661,519,0,14961517,4746522,4712002,3617006,14129202
Djibouti,DJI,2020,5824,61,0,14961517,4746522,4712002,3617006,15482898
Djibouti,DJI,2021,7808,128,0,14961517,4746522,4712002,3617006,15440595
Djibouti,DJI,2022,2058,0,1233,338051,317428,297060,3617006,9807407
Djibouti,DJI,2023,0,0,0,723789,421573,401208,0,4445335
Djibouti,DJI,2024,0,0,0,723789,421573,401208,0,4006891
Dominica,DMA,2020,96,0,0,723789,421573,401208,0,4457514
Dominica,DMA,2021,6718,47,0,723789,421573,401208,0,786278
Dominica,DMA,2022,8946,27,4032,67647,32995,30659,3993,98550
Dominica,DMA,2023,287,0,0,67647,32995,30659,3993,98550
Dominica,DMA,2024,0,0,0,67647,32995,30659,3993,88830
Dominican Republic,DOM,2020,169579,2409,839433,67647,32995,30659,3993,98820
Dominican Republic,DOM,2021,247689,1837,392742,14086551,6938596,5699587,1448368,15529642
Dominican Republic,DOM,2022,241741,138,292157,16171774,7300382,6071623,2513784,2316317
Dominican Republic,DOM,2023,2094,0,0,16431089,7367193,6130483,2575142,471460
Dominican Republic,DOM,2024,0,0,0,16431089,7367193,6130483,2575142,248250
East Timor,TLS,2020,44,0,0,16431089,7367193,6130483,2575142,274500
East Timor,TLS,2021,19793,122,7505,16431089,7367193,6130483,2575142,1001112
East Timor,TLS,2022,3560,16,1649,1984560,878845,790466,2575142,2876565
East Timor,TLS,2023,63,0,0,2028798,886838,801759,340201,2876565
East Timor,TLS,2024,0,0,0,2028798,886838,801759,340201,2592849
Ecuador,ECU,2020,223764,14023,691000,2028798,886838,801759,340201,2884446
